gene_id	logFC	logCPM	PValue	FDR	gene	score	specie	score_corrected	pos_score	pos_score_corr	pass_thr
ENSMUSG00000000001	-0.262676401879476	7.44332092901031	0.0380805137155247	0.142399010889358	Gnai3	-4.73130629368762	mus	-5.79045260408858	FALSE	FALSE	FALSE
ENSMUSG00000000028	-0.141583170133143	2.38861263670189	0.514999087765154	0.738149248866774	Cdc45	-7.08482026643673	mus	-7.25037212428437	FALSE	FALSE	FALSE
ENSMUSG00000000056	0.432986551574912	4.54236446769887	0.00125648164505575	0.010230803707	Narf	-1.64861735815471	mus	-4.31997422301956	FALSE	FALSE	FALSE
ENSMUSG00000000078	-0.131121397969106	7.3097823736124	0.464052283043171	0.699483446623688	Klf6	-6.99068927956865	mus	-7.18132903209076	FALSE	FALSE	FALSE
ENSMUSG00000000085	0.0180694097746872	4.52730418451728	0.895524487038319	0.960361537826752	Scmh1	-7.58475779547626	mus	-7.66470272201963	FALSE	FALSE	FALSE
ENSMUSG00000000088	-0.034109817007235	5.07626504353137	0.772527765991058	0.898370387708433	Cox5a	-7.45125156776767	mus	-7.5571897865419	FALSE	FALSE	FALSE
ENSMUSG00000000131	0.140513281607825	8.77231421279424	0.226419222973245	0.467758050783953	Xpo6	-6.34222427167216	mus	-6.72043481648887	FALSE	FALSE	FALSE
ENSMUSG00000000134	-0.621035736332686	7.10838321068353	2.10324110980619e-06	3.75388158680101e-05	Tcfe3	4.12802682105696	mus	-2.20194377832667	TRUE	FALSE	FALSE
ENSMUSG00000000142	0.126498543211038	5.96988964512405	0.401794257741148	0.650445366736522	Axin2	-6.86051258398773	mus	-7.0789389963434	FALSE	FALSE	FALSE
ENSMUSG00000000148	0.0239552320031785	4.55838530739584	0.867423333343398	0.94802932496159	Baat1	-7.55594733778576	mus	-7.64009542820552	FALSE	FALSE	FALSE
ENSMUSG00000000149	0.350175848879787	4.20560572171787	0.0222969776193525	0.0966262617464521	Gna12	-4.24762796523581	mus	-5.56207145919407	FALSE	FALSE	FALSE
ENSMUSG00000000168	-0.00567735390368727	4.76945672713012	0.971060151477681	0.992410293418209	Dlat	-7.6579340677534	mus	-7.7285701934106	FALSE	FALSE	FALSE
ENSMUSG00000000171	0.0715354776252478	4.55483136572114	0.55549103824093	0.766488731264041	Sdhd	-7.15321489035383	mus	-7.31011227549572	FALSE	FALSE	FALSE
ENSMUSG00000000184	0.295815079816444	6.97744722029086	0.0338634133566344	0.130274829865339	Ccnd2	-4.62524751670621	mus	-5.74880141082451	FALSE	FALSE	FALSE
ENSMUSG00000000194	0.0964455662447093	4.96998922617295	0.437784155557532	0.67880724132686	Gpr107	-6.9380326714563	mus	-7.14402144058178	FALSE	FALSE	FALSE
ENSMUSG00000000244	-0.0697383795871027	5.82057907578034	0.667819989627341	0.839466608948371	Tspan32	-7.3196360617873	mus	-7.44681788015044	FALSE	FALSE	FALSE
