gene_id	logFC	logCPM	PValue	FDR	gene	score	specie	pos_score	pass_thr
ENSG00000011009	-0.194850602841175	4.98238260394752	0.05714278058008	0.280499075357647	LYPLA2	-5.62163001207139	hsa	FALSE	FALSE
ENSG00000011021	-0.234489311337383	4.66969412311891	0.0481952470521939	0.255331606174529	CLCN6	-5.48273485842392	hsa	FALSE	FALSE
ENSG00000011028	-0.11212252532371	4.01904181489584	0.381840127882671	0.679943862273498	MRC2	-7.17087040678651	hsa	FALSE	FALSE
ENSG00000011114	0.22949075010889	4.7087600974809	0.0365147609835858	0.219879309041198	BTBD7	-5.25636283919084	hsa	FALSE	FALSE
ENSG00000011132	-0.215489093919053	5.88395566307784	0.0352552590002669	0.214254033934114	APBA3	-5.2277328252032	hsa	FALSE	FALSE
ENSG00000011143	-0.293475606524574	2.24986728199985	0.087844364201895	0.348479238700494	MKS1	-5.97236038705103	hsa	FALSE	FALSE
ENSG00000011198	0.10929259414897	3.57031943810839	0.421413623209679	0.706477581353525	ABHD5	-7.25130161124042	hsa	FALSE	FALSE
ENSG00000011243	-0.120122586116819	7.48383742168226	0.213707632109346	0.524785925974254	AKAP8L	-6.69748654202402	hsa	FALSE	FALSE
ENSG00000011258	-0.0777788960037527	5.57729937162193	0.429479132109135	0.71330931511569	MBTD1	-7.26676451804496	hsa	FALSE	FALSE
ENSG00000011260	0.0378689224648281	5.46489447949334	0.70369072490589	0.879926467229653	UTP18	-7.66949285398666	hsa	FALSE	FALSE
ENSG00000011275	-0.147951962397878	7.14049126325099	0.115696294752799	0.401354305343021	RNF216	-6.19698544176997	hsa	FALSE	FALSE
ENSG00000011295	-0.0467741157260415	6.36443310152318	0.602268429009323	0.828607460384129	TTC19	-7.54255228818826	hsa	FALSE	FALSE
ENSG00000011304	-0.0286372996336073	8.31549800526994	0.777693346458176	0.913103581650301	PTBP1	-7.7510500468887	hsa	FALSE	FALSE
ENSG00000011376	0.112091791352086	4.39847529590911	0.349942661537177	0.652874984913478	LARS2	-7.09972113570209	hsa	FALSE	FALSE
ENSG00000011405	0.0432425807808502	6.35639772617068	0.651499494924606	0.854619266169578	PIK3C2A	-7.60663879828864	hsa	FALSE	FALSE
ENSG00000011422	0.258160657612065	3.42096302340084	0.108305778160365	0.389210282056475	PLAUR	-6.14314586983023	hsa	FALSE	FALSE
ENSG00000011426	0.224903945349849	1.43083987331421	0.327102133002052	0.634774967471258	ANLN	-7.04466892477049	hsa	FALSE	FALSE
ENSG00000011451	-0.0796518925316207	5.9760844626593	0.423225662063232	0.708172040459111	WIZ	-7.25480120857278	hsa	FALSE	FALSE
ENSG00000011454	-0.00300440789077755	5.98591036931494	0.975838314419777	0.991118162111377	RABGAP1	-7.93616834612108	hsa	FALSE	FALSE
ENSG00000011478	-1.03094033154141	3.43726059008411	9.81328623266252e-10	1.06363514901314e-07	QPCTL	8.96169488541208	hsa	TRUE	TRUE
ENSG00000011485	-0.126147756613425	5.66115581985732	0.18720513069245	0.494309429462763	PPP5C	-6.58949444384552	hsa	FALSE	FALSE
ENSG00000011523	-0.0426204915646563	5.80719421861162	0.656309224250472	0.857329547991047	CEP68	-7.61263808403959	hsa	FALSE	FALSE
ENSG00000011566	0.0749686660288508	4.64660216854627	0.498193881314984	0.761161114826278	MAP4K3	-7.38781663783803	hsa	FALSE	FALSE
ENSG00000011638	0.0830599793079854	1.79668493224939	0.67739327655637	0.867623080981817	TMEM159	-7.63842815186181	hsa	FALSE	FALSE
