gene_id	logFC	logCPM	LR	PValue	FDR	gene	score	specie	pos_score	pass_thr
ENSG00000111640	0.0604220955555584	11.502266921216	-6.51969225386795	0.162901218139249	0.600249148981505	GAPDH	-4.01650721171765	hsa	FALSE	FALSE
ENSG00000215790	-0.0689690343333265	6.4782115575	-6.37615329502839	0.566918193227713	0.911726416992185	SLC35E2	-4.86452354746078	hsa	FALSE	FALSE
ENSG00000233927	0.504055099333338	11.781846562287	-4.77900711658514	0.00405778282408526	0.0901200161079232	RPS28	-1.50557845458639	hsa	FALSE	FALSE
ENSG00000117408	-0.0261362829999943	7.03026364031482	-6.53072132673867	0.878193227695765	0.985773545337235	IPO13	-5.16212948042235	hsa	FALSE	FALSE
ENSG00000167513	-0.392801946333336	7.84480012287037	-5.50497091756408	0.152768860827602	0.585226134193267	CDT1	-3.97283860664837	hsa	FALSE	FALSE
ENSG00000145012	-0.447582408166662	7.77214907059259	-4.86666555373865	0.00747549211215174	0.131793690283013	LPP	-1.92105779087969	hsa	FALSE	FALSE
ENSG00000169764	-0.218169608666665	7.49480764871759	-6.53309442539997	0.00144710541070657	0.0472520113968214	UGP2	-0.80444323343146	hsa	FALSE	FALSE
ENSG00000197451	-0.181920724444443	11.1863742028642	-6.47896797422205	0.239996791913141	0.705093979611048	HNRNPAB	-4.27999717325391	hsa	FALSE	FALSE
ENSG00000163877	0.103733877333334	7.96787727416667	-6.32698214004965	0.514598312091032	0.892378037407763	SNIP1	-4.79867961544843	hsa	FALSE	FALSE
ENSG00000065618	-0.0174332026666622	6.17817372315741	-6.53163395213207	0.706348533352142	0.948945603859028	COL17A1	-5.01405273299608	hsa	FALSE	FALSE
ENSG00000161940	0.0247666736666678	6.10195972487037	-6.52346006491929	0.845872531035151	0.980221065243102	BCL6B	-5.1366306184545	hsa	FALSE	FALSE
ENSG00000064961	-0.240608337000001	8.9337204275	-5.94436984386951	0.277679062245133	0.746638983679447	HMG20B	-4.37916961175068	hsa	FALSE	FALSE
ENSG00000110848	-0.41116167383333	9.78350306184259	-6.29845003540611	0.108408603798214	0.505617199605035	CD69	-3.73958374052017	hsa	FALSE	FALSE
ENSG00000103150	-4.80853333302278e-05	6.67906308225926	-6.5426502660834	0.999729616478666	0.999851127219047	MLYCD	-5.250270700732	hsa	FALSE	FALSE
ENSG00000111647	0.0610759204444461	6.77966990212346	-6.415221051293	0.247283777646561	0.713205245133098	UHRF1BP1L	-4.30033685857777	hsa	FALSE	FALSE
ENSG00000217950	0.0232566000000034	6.69027693674074	-6.52745633225934	0.862677372730729	0.982595225099232	AC073869.20	-5.15000777439669	hsa	FALSE	FALSE
ENSG00000179833	-0.477046491333331	10.0356412361667	-4.33786018709877	0.0370817717905884	0.318837365913121	SERTAD2	-3.01008510700223	hsa	FALSE	FALSE
ENSG00000118785	-0.183861185499995	6.6108929587037	-6.50092040271812	0.602337916165823	0.921910523329618	SPP1	-4.9057343842903	hsa	FALSE	FALSE
