gene_id	logFC	logCPM	PValue	FDR	gene	score	specie	pos_score	pass_thr
ENSG00000000419	-0.075301862658573	5.73302771969452	0.728890766097169	0.999787860954027	DPM1	-15.6332715743325	hsa	FALSE	FALSE
ENSG00000000457	0.0281678981640195	4.73062504283122	0.914109620423039	0.999787860954027	SCYL3	-15.8365562770682	hsa	FALSE	FALSE
ENSG00000000460	-0.210271421352383	5.69831105043993	0.370963759446283	0.943979825910857	C1orf112	-15.026883270674	hsa	FALSE	FALSE
ENSG00000001036	-0.165601978305248	4.31919678087525	0.533891779043572	0.997516802571888	FUCA2	-15.3537603858509	hsa	FALSE	FALSE
ENSG00000001084	-0.198524135798626	5.20950671461078	0.485000889036878	0.982404062416486	GCLC	-15.2675339623985	hsa	FALSE	FALSE
ENSG00000001167	-0.0609270406967659	4.99575740505364	0.801172501001433	0.999787860954027	NFYA	-15.7181602539027	hsa	FALSE	FALSE
ENSG00000001460	0.6935433525603	3.8196077539644	0.0206694308519636	0.207398948207771	C1orf201	-12.4345462044763	hsa	FALSE	FALSE
ENSG00000001461	0.189724372019804	4.9078486598647	0.488198940946765	0.983142883880497	NIPAL3	-15.2734345092155	hsa	FALSE	FALSE
ENSG00000001497	-0.296792334268326	6.4743917209562	0.181394322342959	0.749263333737482	LAS1L	-14.3845727221707	hsa	FALSE	FALSE
ENSG00000001561	0.470264274784239	3.86836410041849	0.109379018200145	0.58747976320394	ENPP4	-13.930419353557	hsa	FALSE	FALSE
ENSG00000001629	0.171492166996115	6.13691401002263	0.407487424651925	0.958682054137256	ANKIB1	-15.1111913436133	hsa	FALSE	FALSE
ENSG00000001630	0.105654469832937	4.84523223047556	0.673486302042989	0.999787860954027	CYP51A1	-15.5622952870422	hsa	FALSE	FALSE
ENSG00000001631	-0.0208238890727374	5.64172631580334	0.924312576285843	0.999787860954027	KRIT1	-15.8465216240465	hsa	FALSE	FALSE
ENSG00000002016	-0.469609434328744	3.19412833524485	0.264790274116318	0.862806660641669	RAD52	-14.7241770458977	hsa	FALSE	FALSE
ENSG00000002330	0.0607101017626659	3.47432464961748	0.859203092569048	0.999787860954027	BAD	-15.7809422033484	hsa	FALSE	FALSE
ENSG00000002549	0.540290140697673	7.3826803943229	0.024424225675854	0.230651760225254	LAP3	-12.5844058499225	hsa	FALSE	FALSE
ENSG00000002586	-1.34787005270011	6.66588593591603	1.48582964290319e-07	9.04241901971135e-06	CD99	-1.80193859709169	hsa	FALSE	TRUE
ENSG00000002822	-0.481464602538826	5.61317974422176	0.0473233234164201	0.361266523717858	MAD1L1	-13.1782324459967	hsa	FALSE	FALSE
ENSG00000002834	-0.210738347016428	6.88953901412816	0.294348321391164	0.887752968972205	LASP1	-14.8191868723843	hsa	FALSE	FALSE
ENSG00000002919	-0.180798596447746	4.14266705027478	0.50686752972784	0.990228869297077	SNX11	-15.3071257939336	hsa	FALSE	FALSE
ENSG00000003056	-0.139954311167954	6.60750161098824	0.486808217100943	0.982570997950966	M6PR	-15.2708733262504	hsa	FALSE	FALSE
ENSG00000003096	-0.950808460481344	1.42564304355446	0.0477291815465699	0.362692489721353	KLHL13	-13.1858993590087	hsa	FALSE	FALSE
ENSG00000003147	0.272936091090452	2.26405994007862	0.447337583387061	0.971663581554074	ICA1	-15.1949587277094	hsa	FALSE	FALSE
ENSG00000003393	0.265647769084674	4.84528858229689	0.287955143578921	0.880950765410552	ALS2	-14.7994720861205	hsa	FALSE	FALSE
ENSG00000003400	-0.626420371299764	4.28979341151706	0.0247624345825538	0.232608826982926	CASP10	-12.5967525745688	hsa	FALSE	FALSE
ENSG00000003402	0.475390665000046	7.35350184745008	0.103377090536517	0.570274703938429	CFLAR	-13.8797516549633	hsa	FALSE	FALSE
ENSG00000003509	0.0773564430024161	4.31542114674253	0.772112828944872	0.999787860954027	C2orf56	-15.6849906851724	hsa	FALSE	FALSE
ENSG00000003756	-0.296294111289756	6.89705847570938	0.145003862447588	0.679774107302443	RBM5	-14.1835448613039	hsa	FALSE	FALSE
ENSG00000004059	-0.0114318356956368	6.81466193572658	0.957599227326266	0.999787860954027	ARF5	-15.8782847580021	hsa	FALSE	FALSE
ENSG00000004139	0.69883900416842	3.94867609177831	0.0259541584793429	0.241237073023787	SARM1	-12.6389526025721	hsa	FALSE	FALSE
ENSG00000004142	0.0827109333149921	7.42132894670807	0.693105655165527	0.999787860954027	POLDIP2	-15.5880752848474	hsa	FALSE	FALSE
ENSG00000004399	-0.123633049326944	3.84360146881079	0.699264317473673	0.999787860954027	PLXND1	-15.5960175025589	hsa	FALSE	FALSE
ENSG00000004455	-0.173502701186961	6.53051306203277	0.416237684294779	0.961035561165964	AK2	-15.1302662398817	hsa	FALSE	FALSE
ENSG00000004468	-1.62491690850619	3.54964441833038	0.00168241093436997	0.0300317153985584	CD38	-10.1824919134031	hsa	FALSE	TRUE
ENSG00000004478	0.397191168035354	7.66349103940614	0.0588745757823941	0.417002008683321	FKBP4	-13.3743163460294	hsa	FALSE	FALSE
ENSG00000004487	-0.115616293859808	6.7614438117493	0.689467110457894	0.999787860954027	KDM1A	-15.5833497830431	hsa	FALSE	FALSE
ENSG00000004534	-0.154320815098415	7.15448633750942	0.440488894243462	0.969668007252056	RBM6	-15.1811072792945	hsa	FALSE	FALSE
ENSG00000004660	0.469152589783348	2.5300483331254	0.196651387858416	0.772205049565584	CAMKK1	-14.4570780401266	hsa	FALSE	FALSE
ENSG00000004700	0.0484149594732534	7.7563800889899	0.820491493452044	0.999787860954027	RECQL	-15.7395522523235	hsa	FALSE	FALSE
ENSG00000004766	0.218659202919069	5.13963668193453	0.386423271630668	0.949617986015298	CCDC132	-15.063539303389	hsa	FALSE	FALSE
ENSG00000004777	-0.387095434530275	5.86369950147741	0.225039140004808	0.816965376423458	ARHGAP33	-14.5781383313551	hsa	FALSE	FALSE
ENSG00000004779	0.0566945303880082	6.34619939820459	0.788729362985557	0.999787860954027	NDUFAB1	-15.704107039247	hsa	FALSE	FALSE
ENSG00000004838	0.270772631847752	2.43672259268704	0.572678709016734	0.999787860954027	ZMYND10	-15.4167242668082	hsa	FALSE	FALSE
ENSG00000004864	-0.176637513423441	4.53672457344767	0.535447566810093	0.998030259273809	SLC25A13	-15.3563728017893	hsa	FALSE	FALSE
ENSG00000004866	0.317086765692752	2.86059605734497	0.36323954677151	0.940588034601887	ST7	-15.0079920020494	hsa	FALSE	FALSE
ENSG00000004897	-0.00963801646666066	6.48128120245812	0.962388134573282	0.999787860954027	CDC27	-15.8827633981512	hsa	FALSE	FALSE
ENSG00000004961	0.328024447786102	4.70903135706149	0.192645387002126	0.765323380576833	HCCS	-14.4386001332144	hsa	FALSE	FALSE
ENSG00000004975	0.112644757898025	6.39844322411217	0.588746567631313	0.999787860954027	DVL2	-15.4415671301674	hsa	FALSE	FALSE
ENSG00000005007	-0.00957363617160834	7.56178448832629	0.963703940374006	0.999787860954027	UPF1	-15.8839900520196	hsa	FALSE	FALSE
ENSG00000005020	0.216856664156895	4.48071499656318	0.442203889620025	0.969950075844649	SKAP2	-15.1845959593043	hsa	FALSE	FALSE
ENSG00000005022	-0.237216606063407	8.76827384348825	0.223591801482849	0.816710616876747	SLC25A5	-14.572345516904	hsa	FALSE	FALSE
ENSG00000005059	0.0981460604839291	6.41075024186495	0.651295339077169	0.999787860954027	CCDC109B	-15.5322151587497	hsa	FALSE	FALSE
ENSG00000005075	-0.0150678751399627	3.52913805368572	0.961427474770264	0.999787860954027	POLR2J	-15.881866767825	hsa	FALSE	FALSE
ENSG00000005100	0.0135528597459174	5.35929026063852	0.961306374939534	0.999787860954027	DHX33	-15.881753675905	hsa	FALSE	FALSE
