gene_id	logFC	logCPM	LR	PValue	FDR	gene	score	specie	score_corrected	pos_score	pos_score_corr	pass_thr
ENSMUSG00000000001	0.281496579108798	8.44015540602584	-6.54068634529109	0.29586755924077	0.53936618123838	Gnai3	-3.20358820659959	mus	-5.03843470665136	FALSE	FALSE	FALSE
ENSMUSG00000000028	-0.377418160661384	6.96033634863855	-5.87844722991883	0.126755907785347	0.319599009567329	Cdc45	-2.54049144973391	mus	-4.74835715228921	FALSE	FALSE	FALSE
ENSMUSG00000000031	-0.550328529748389	3.9436975081477	-5.9214998872712	0.133532752681702	0.330510420335513	H19	-2.58123524428487	mus	-4.766837035019	FALSE	FALSE	FALSE
ENSMUSG00000000056	-0.354686032478824	5.57264082970489	-6.70222710532724	0.0413904666272518	0.150717194633999	Narf	-1.66495619475396	mus	-4.36291065684632	FALSE	FALSE	FALSE
ENSMUSG00000000058	-0.776784040215193	4.50260747105537	-5.98626367031819	6.22684047961408e-06	0.000143471287700252	Cav2	5.22060378601624	mus	-2.01896818015713	TRUE	FALSE	FALSE
ENSMUSG00000000078	0.508531814236016	8.72101544147482	-6.33574161545845	0.0352853092430155	0.134830911241483	Klf6	-1.54011727112292	mus	-4.31236947667511	FALSE	FALSE	FALSE
ENSMUSG00000000085	0.350298545210219	5.73959900213871	-4.84732119232331	0.0388098403113923	0.144365420912339	Scmh1	-1.61459569163903	mus	-4.34043726160261	FALSE	FALSE	FALSE
ENSMUSG00000000088	0.204288209551822	11.990669814202	-6.37421807377687	0.101197183204937	0.275822748304423	Cox5a	-2.36432848458454	mus	-4.67526306138017	FALSE	FALSE	FALSE
ENSMUSG00000000094	0.178865054184864	3.64285779166627	-6.65545602722317	0.350059020659883	0.594854194450685	Tbx4	-3.33515939792703	mus	-5.09813807608043	FALSE	FALSE	FALSE
ENSMUSG00000000120	-0.189887230977698	4.05153778000747	-7.0986348972272	0.0250161557866852	0.104827227940294	Ngfr	-1.271056833201	mus	-4.20590800358049	FALSE	FALSE	FALSE
ENSMUSG00000000126	-0.245340026569842	3.31735431246199	-6.50063694294204	0.280685434289522	0.522581021815963	Wnt9a	-3.16237990111908	mus	-5.02105016910972	FALSE	FALSE	FALSE
ENSMUSG00000000127	0.256732103714111	3.54008711918926	-6.67539412369236	0.00186467160685509	0.0145989464581444	Fert2	0.760078172901336	mus	-3.4489788845724	TRUE	FALSE	FALSE
ENSMUSG00000000131	-0.524875238315811	9.92960421755161	-1.97309858158171	0.00186121693104317	0.01458821691603	Xpo6	0.761528842737015	mus	-3.4466326889974	TRUE	FALSE	FALSE
ENSMUSG00000000142	-0.0820824502982946	4.89345579828407	-6.1336610989232	0.0302085510633283	0.120501359275792	Axin2	-1.41859692224065	mus	-4.25783058593477	FALSE	FALSE	FALSE
ENSMUSG00000000148	0.158373588688119	6.10128841333526	-7.06197464168477	0.0111992587843171	0.057230965186929	AA881470	-0.642360287322392	mus	-3.96995899037128	FALSE	FALSE	FALSE
ENSMUSG00000000149	-0.181198768004695	5.84810973128168	-6.37481702859789	0.0518268355010231	0.175923034570075	Gna12	-1.84085722728867	mus	-4.45874652340844	FALSE	FALSE	FALSE
ENSMUSG00000000157	-0.184093805996277	4.7690376247037	-6.72110816788218	0.386458040324464	0.627086224063266	Itgb2l	-3.41254351591575	mus	-5.13790408242209	FALSE	FALSE	FALSE
ENSMUSG00000000159	-0.316940420012994	3.74988088464903	-6.70924232285149	0.0448612215723538	0.159147817296213	Igsf5	-1.72794769281629	mus	-4.39908408222753	FALSE	FALSE	FALSE
ENSMUSG00000000168	-0.488506290422765	8.10302458090493	-5.18328600393428	0.00119230269042958	0.0101855052455819	Dlat	1.10991163065718	mus	-3.34889751107303	TRUE	FALSE	FALSE
ENSMUSG00000000171	-0.197660610207427	8.47824841621463	-6.99893976719435	0.0394883055104256	0.146110209534435	Sdhd	-1.62815314078007	mus	-4.34491759424246	FALSE	FALSE	FALSE
ENSMUSG00000000184	-0.568738920758308	11.1071947491022	-5.1604001758354	3.33991205682325e-05	0.00056878729415389	Ccnd2	3.90664261360089	mus	-2.49911261148223	TRUE	FALSE	FALSE
ENSMUSG00000000204	-0.415550028731493	4.18920926444231	-6.97127382048172	0.00567830033393806	0.0340957822167662	Slfn4	-0.111040594911985	mus	-3.77024510423879	FALSE	FALSE	FALSE
ENSMUSG00000000215	-0.421934960242526	5.02233492492527	-5.33014270659854	0.0667277543556042	0.209121802392118	Ins2	-2.03854892414228	mus	-4.54040893628667	FALSE	FALSE	FALSE
ENSMUSG00000000216	-0.199704252099999	4.01732141258301	-6.43894103014272	0.257981653867363	0.495948142206763	Scnn1g	-3.09639780333719	mus	-4.99152298050252	FALSE	FALSE	FALSE
ENSMUSG00000000244	0.290663121234491	7.53830208600266	-5.89970400795423	0.130052768645343	0.324868907448836	Tspan32	-2.56057802063134	mus	-4.75764846727996	FALSE	FALSE	FALSE
ENSMUSG00000000247	0.256756043763649	3.8587678502696	-6.46056654677059	0.265669786464649	0.504114781871019	Lhx2	-3.11936990797218	mus	-5.00445488575896	FALSE	FALSE	FALSE
ENSMUSG00000000248	-0.14107030246267	3.2458546611018	-6.82345263297502	0.45505089786432	0.684319899259113	Clec2g	-3.54035674287777	mus	-5.2004701558413	FALSE	FALSE	FALSE
ENSMUSG00000000253	-0.425695615518665	4.67357724151622	-5.63715334276869	0.0951525714456555	0.26501936152471	Gmpr	-2.31614853780072	mus	-4.65577806616566	FALSE	FALSE	FALSE
ENSMUSG00000000263	-0.303420323141388	3.10374176077441	-4.20112453271473	0.0191866795399179	0.0858291216402209	Glra1	-1.06351415838179	mus	-4.12097843237076	FALSE	FALSE	FALSE
ENSMUSG00000000266	0.149179041231403	3.49202707706583	-7.11902925405732	0.2448418257103	0.480889407563827	Mid2	-3.05550338464044	mus	-4.97434832197461	FALSE	FALSE	FALSE
ENSMUSG00000000275	0.218836095223282	8.51096565860826	-7.11960718788124	0.00357089618178464	0.0238982764187317	Trim25	0.251807518288807	mus	-3.63783177879403	TRUE	FALSE	FALSE
ENSMUSG00000000276	-0.441888023467413	5.67849385719569	-7.01060389939454	0.00164152261410336	0.0131409423755022	Dgke	0.859787868662841	mus	-3.41944570183753	TRUE	FALSE	FALSE
ENSMUSG00000000278	0.658787112013381	7.17709734796272	-4.58792606073611	0.00727768123398638	0.0411239909987207	Scpep1	-0.305170932865521	mus	-3.85284075057595	FALSE	FALSE	FALSE
ENSMUSG00000000282	0.15824575413614	6.24345690739554	-6.71437505368032	0.0110265001318165	0.056623734352625	Mnt	-0.630198904184591	mus	-3.96458747811136	FALSE	FALSE	FALSE
