gene_id	logFC	logCPM	PValue	FDR	gene	score	specie	score_corrected	pos_score	pos_score_corr	pass_thr
ENSMUSG00000024098	0.298005452647594	4.6747459920957	0.296818515605784	0.516646405182026	Twsg1	-13.1904092132406	mus	-15.2457545453062	FALSE	FALSE	FALSE
ENSMUSG00000024099	-0.0866204461764386	6.74067298250125	0.723249319632367	0.861479921870727	Ndufv2	-13.9835764941966	mus	-15.6224947897224	FALSE	FALSE	FALSE
ENSMUSG00000024101	-0.212072041954768	5.53759707915804	0.429276432022082	0.647624301239903	ORF19	-13.5190102996085	mus	-15.3998056409154	FALSE	FALSE	FALSE
ENSMUSG00000024104	0.0927483244232044	7.05520199675153	0.705182285093609	0.84979445295976	D6Wsu116e	-13.9610472545368	mus	-15.6120051127578	FALSE	FALSE	FALSE
ENSMUSG00000024118	-0.694488022077189	4.15632509376367	0.0109724566486271	0.0491560778408622	1600002H07Rik	-10.2535616471994	mus	-13.9519744628946	FALSE	FALSE	FALSE
ENSMUSG00000024120	0.0741277584747523	7.37987417784163	0.756633607214197	0.881308271375108	Lrpprc	-14.0237633834299	mus	-15.642472633891	FALSE	FALSE	FALSE
ENSMUSG00000024121	0.371591699251204	5.09132382018074	0.184135538899449	0.382833341295784	Atp6v0c	-12.7652097135203	mus	-15.0611763304365	FALSE	FALSE	FALSE
ENSMUSG00000024122	-0.2881730662527	6.12999312829804	0.24881285078991	0.46410298708164	Pdpk1	-13.0332957203065	mus	-15.1760338242549	FALSE	FALSE	FALSE
ENSMUSG00000024127	-0.0359587835192086	4.82696045377048	0.898030155277671	0.95331980284251	Prepl	-14.1763391195521	mus	-15.722919472756	FALSE	FALSE	FALSE
ENSMUSG00000024130	-0.0133458177978806	7.25981145117268	0.956483007740255	0.980888907341154	Abca3	-14.2324976351371	mus	-15.75042754898	FALSE	FALSE	FALSE
ENSMUSG00000024132	-0.253369986510664	4.19488159778331	0.387131663650882	0.608357535579649	Eci1	-13.4269826052082	mus	-15.3576373538003	FALSE	FALSE	FALSE
ENSMUSG00000024135	-0.488651938610321	5.79520149013372	0.0503980810904263	0.153624388823537	Srbd1	-11.611286832167	mus	-14.5826446018113	FALSE	FALSE	FALSE
ENSMUSG00000024136	-1.0930351996837	2.0246652625213	0.00478031845214016	0.0258601452382945	Dnase1l2	-9.51360752164491	mus	-13.5956285862225	FALSE	FALSE	TRUE
ENSMUSG00000024137	-0.324563551979088	5.36011109503947	0.253182917719327	0.468889895520976	E4f1	-13.0488015479959	mus	-15.1839942642052	FALSE	FALSE	FALSE
ENSMUSG00000024142	-0.327740457745865	4.35041803625857	0.230396288758039	0.442457499878578	Mlst8	-12.9648110505341	mus	-15.1465059255231	FALSE	FALSE	FALSE
ENSMUSG00000024143	2.43303623657933	3.28003533668491	6.48283952994146e-14	3.32260394807504e-12	Rhoq	12.7717162050756	mus	-1.80342730743235	TRUE	FALSE	TRUE
ENSMUSG00000024145	-0.141160027846961	4.52334955786606	0.694550679731824	0.843121240441622	Pigf	-13.9475184955835	mus	-15.604971302012	FALSE	FALSE	FALSE
ENSMUSG00000024146	0.228189110419548	4.10854259186014	0.409689866592843	0.629204794424994	Cript	-13.4774203261222	mus	-15.3804764638872	FALSE	FALSE	FALSE
ENSMUSG00000024150	0.65114352007205	3.65350064578288	0.0441975869284453	0.139300321227509	Mcfd2	-11.4943707803451	mus	-14.5398522026363	FALSE	FALSE	FALSE
ENSMUSG00000024151	-0.493728587722303	7.19384582696113	0.0486489784157686	0.149863533454476	Msh2	-11.5798300120755	mus	-14.5735718728237	FALSE	FALSE	FALSE
ENSMUSG00000024158	0.182651320246472	4.27585389388577	0.547735924008037	0.744055134217847	Hagh	-13.7360342140455	mus	-15.4988284814029	FALSE	FALSE	FALSE
