gene_id	logFC	logCPM	LR	PValue	FDR	gene	score	specie	pos_score	pass_thr
ENSG00000215790	-0.12272833533334	6.4782115575	-5.50651059418083	0.294694181620522	0.978438811091139	SLC35E2	-4.54806605841432	hsa	FALSE	FALSE
ENSG00000117408	0.444713420666657	7.03026364031482	-3.12954458816102	0.014550088897777	0.518484468816757	IPO13	-2.26331305465057	hsa	FALSE	FALSE
ENSG00000196526	-0.0946948913333356	6.35064264766667	-5.36403642892034	0.238567022153646	0.969870638715641	AFAP1	-4.38759868922633	hsa	FALSE	FALSE
ENSG00000167513	-0.209034478666676	7.84480012287037	-5.77563937412155	0.45883887084822	0.997003780205084	CDT1	-4.88433093504485	hsa	FALSE	FALSE
ENSG00000122574	0.0807057766666599	6.19441553274074	-5.69527138924304	0.39854239199124	0.993386846463348	WIPF3	-4.77733244157762	hsa	FALSE	FALSE
ENSG00000145012	-0.261385815000006	8.47557954481482	-5.36806144724184	0.23996167549528	0.969870638715641	LPP	-4.39202560946708	hsa	FALSE	FALSE
ENSG00000169764	-0.0379160950000106	6.23935566090741	-5.98836461450595	0.734696835003267	0.997125187434745	UGP2	-5.24185943960838	hsa	FALSE	FALSE
ENSG00000175305	0.0623272043333296	6.10976685831481	-5.83337870841357	0.511532608036316	0.997125187434745	CCNE2	-4.96689490882565	hsa	FALSE	FALSE
ENSG00000165714	0.0884628143333259	6.33289287440741	-5.39388062649113	0.249147609997462	0.970147622086623	LOH12CR1	-4.42055619536632	hsa	FALSE	FALSE
ENSG00000163877	-0.361666586333344	7.96787727416667	-4.0284702346495	0.0423000113428684	0.719800652998193	SNIP1	-3.07381495468378	hsa	FALSE	FALSE
ENSG00000161940	0.0721860949999984	6.10195972487037	-5.88215517023917	0.564814112891797	0.997125187434745	BCL6B	-5.04214752320517	hsa	FALSE	FALSE
ENSG00000127249	0.0165942776666617	6.01353693412963	-6.03219699047548	0.873189994938805	0.997125187434745	ATP13A4	-5.37301675238144	hsa	FALSE	FALSE
ENSG00000064961	-0.0264167430000111	8.9337204275	-6.0377561713056	0.90534154133334	0.997125187434745	HMG20B	-5.40047860266972	hsa	FALSE	FALSE
ENSG00000110848	0.714208150999992	8.25126843864815	-4.40862673884506	0.0674616291278629	0.81186581260773	CD69	-3.42831527775139	hsa	FALSE	FALSE
ENSG00000168418	-0.0618341706666756	6.10747379607407	-5.77941816615358	0.462012039478382	0.997014864557624	KCNG4	-4.88956510395193	hsa	FALSE	FALSE
ENSG00000103150	0.146795617333324	6.67906308225926	-5.51142959257513	0.296913243699871	0.979141427833216	MLYCD	-4.55376350229794	hsa	FALSE	FALSE
ENSG00000217950	0.223330806666659	6.69027693674074	-4.67522723446654	0.0944001893930564	0.874269431221297	AC073869.20	-3.68348604198528	hsa	FALSE	FALSE
ENSG00000137809	-0.0156257170000096	6.20238077598148	-6.0334305470343	0.879561686572613	0.997125187434745	ITGA11	-5.37853852417409	hsa	FALSE	FALSE
ENSG00000179833	-0.473216654333338	10.0356412361667	-4.26500392541883	0.0564719381030674	0.770894050990729	SERTAD2	-3.29326953071147	hsa	FALSE	FALSE
ENSG00000213931	-0.0977835826666738	6.26144655422222	-5.60432642829199	0.343225910697364	0.989318837041334	HBE1	-4.663848220849	hsa	FALSE	FALSE
ENSG00000177494	-0.0740744963333357	8.68232984959259	-6.01592129377063	0.808631140071795	0.997125187434745	ZBED2	-5.3146814243223	hsa	FALSE	FALSE
ENSG00000143258	-0.0690294046666704	6.22480984112963	-5.8594936578158	0.538858263340679	0.997125187434745	USP21	-5.00641881244246	hsa	FALSE	FALSE
ENSG00000187010	0.0787348953333247	6.19239087494444	-5.61485882903431	0.349067312721189	0.99005227892608	RHD	-4.67666501788763	hsa	FALSE	FALSE
ENSG00000115307	-0.244872789666673	7.48361854892593	-5.29129410691819	0.214966405397678	0.960880286208345	AUP1	-4.30848553509303	hsa	FALSE	FALSE
ENSG00000116688	0.113472022333324	8.61006342975926	-5.88204293762506	0.564679740051401	0.997125187434745	MFN2	-5.04196681835404	hsa	FALSE	FALSE
ENSG00000231649	0.11534173833333	6.18923453505556	-5.24990257755581	0.202779515239098	0.957572809133927	RP11-388B24.1	-4.26416080371095	hsa	FALSE	FALSE
ENSG00000154258	0.00575117666665914	6.29725678266667	-6.0426010362696	0.947935588128661	0.998379232662323	ABCA9	-5.43539482150636	hsa	FALSE	FALSE
ENSG00000099958	-0.025788795666668	6.21227311501852	-6.0175759054405	0.814111870535324	0.997125187434745	DERL3	-5.31981160348539	hsa	FALSE	FALSE
