gene_id	logFC	logCPM	LR	PValue	FDR	gene	score	specie	score_corrected	pos_score	pos_score_corr	pass_thr
ENSMUSG00000000001	-0.547006572416598	6.08424788009185	-5.8511413894662	0.206892270651182	0.621098126697072	Gnai3	-2.15778459980879	mus	-4.30220185823629	FALSE	FALSE	FALSE
ENSMUSG00000000003	-0.0122882092102254	3.20090772179266	-6.68993251046646	0.957842250081271	0.991852298843097	Pbsn	-3.23803379976317	mus	-5.14276921337452	FALSE	FALSE	FALSE
ENSMUSG00000000028	-0.446283074494332	6.96033634863855	-5.28928973071444	0.102925523404425	0.461963682180256	Cdc45	-1.66562837547791	mus	-3.96693768444377	FALSE	FALSE	FALSE
ENSMUSG00000000031	0.0427026358143348	3.9436975081477	-6.68516254244592	0.91338491989139	0.98022946185246	H19	-3.20453290932966	mus	-5.11547313954474	FALSE	FALSE	FALSE
ENSMUSG00000000037	-0.173549435449345	3.66547892701782	-6.4799081835045	0.526701561526275	0.856010763177119	Scml2	-2.81646881512716	mus	-4.79407299196569	FALSE	FALSE	FALSE
ENSMUSG00000000049	0.138923229052186	4.0466803421055	-6.42669503968227	0.478796377144462	0.833166048763788	Apoh	-2.74925044053678	mus	-4.74023755947855	FALSE	FALSE	FALSE
ENSMUSG00000000056	-0.169308585558266	5.04799192932758	-6.54630867794314	0.600051132636518	0.889810609420562	Narf	-2.90837428014253	mus	-4.86628457158524	FALSE	FALSE	FALSE
ENSMUSG00000000058	0.236879770128457	5.09849235556311	-6.19440148218353	0.331771532214788	0.744491742974592	Cav2	-2.49067265067868	mus	-4.53596719338945	FALSE	FALSE	FALSE
ENSMUSG00000000078	-0.437909222363919	8.77514036887715	-5.73033411165441	0.177042530359291	0.585741059071048	Klf6	-2.04795531052438	mus	-4.22211205319528	FALSE	FALSE	FALSE
ENSMUSG00000000085	-0.149108958976168	5.73959900213871	-6.32931762951986	0.407465694933624	0.796617979028602	Scmh1	-2.63553685098101	mus	-4.65009076435449	FALSE	FALSE	FALSE
ENSMUSG00000000088	-0.0545306633226428	11.2743063899372	-6.65069616312269	0.781226813338918	0.948534310854857	Cox5a	-3.09436270826335	mus	-5.0177412970189	FALSE	FALSE	FALSE
ENSMUSG00000000093	-0.267277852261638	3.13621384913737	-6.0789231037745	0.281267401966542	0.702561808676316	Tbx2	-2.37426486934756	mus	-4.45077959128066	FALSE	FALSE	FALSE
ENSMUSG00000000094	0.180287592004182	3.64285779166627	-6.30774707734285	0.393833084183671	0.789180600038403	Tbx4	-2.61154939375305	mus	-4.63213075004593	FALSE	FALSE	FALSE
ENSMUSG00000000103	-0.260987744001442	3.04816021632174	-5.97794398138222	0.244844458702493	0.664818572541652	Zfy2	-2.27650739357229	mus	-4.38501897237363	FALSE	FALSE	FALSE
ENSMUSG00000000120	0.107999189409858	4.32700100017257	-6.53338114606127	0.584248781356628	0.88381673347402	Ngfr	-2.88956190879511	mus	-4.84949948219294	FALSE	FALSE	FALSE
ENSMUSG00000000125	-0.0622162972599396	2.99819914698655	-6.63764720567623	0.749618952261538	0.93853600845967	Wnt3	-3.06524996370376	mus	-4.99514294817341	FALSE	FALSE	FALSE
