ENSG00000111640	-4.29500906737898
ENSP00000347614	-3.81037645879184
ENSP00000246421	-3.81037645879184
ENSP00000383714	-3.81037645879184
ENSP00000415944	-3.77524963575127
ENSP00000397872	-3.77524963575127
ENSP00000361414	-4.39894316183911
ENSP00000361418	-4.39894316183911
ENSP00000456926	-4.59854921459586
ENSP00000301019	-4.59854921459586
ENSP00000397017	-3.77970353850439
ENSP00000403825	-3.77970353850439
ENSP00000393008	-3.77970353850439
ENSP00000404679	-3.77970353850439
ENSP00000392667	-3.77970353850439
ENSP00000410340	-3.77970353850439
ENSP00000394257	-3.77970353850439
ENSP00000397166	-3.77970353850439
ENSP00000405138	-3.77970353850439
ENSP00000393602	-3.77970353850439
ENSP00000438891	-3.77970353850439
ENSP00000318089	-3.77970353850439
ENSP00000418619	-3.3621648252894
ENSP00000417801	-3.3621648252894
ENSP00000419238	-3.3621648252894
ENSP00000420342	-3.3621648252894
ENSP00000419551	-3.3621648252894
ENSP00000419019	-3.3621648252894
ENSP00000419548	-3.3621648252894
ENSP00000377939	-3.3621648252894
ENSP00000418375	-3.3621648252894
ENSP00000419335	-3.3621648252894
ENSP00000338703	-3.3621648252894
ENSP00000418642	-3.3621648252894
ENSP00000417286	-3.3621648252894
ENSP00000411803	-3.3621648252894
ENSP00000419442	-3.3621648252894
ENSP00000420760	-3.3621648252894
ENSP00000420131	-3.3621648252894
ENSP00000420793	-3.3621648252894
ENSP00000417358	-3.3621648252894
ENSP00000418206	-3.3621648252894
ENSP00000418179	-3.3621648252894
ENSP00000423495	-4.29580404074329
ENSP00000427110	-4.29580404074329
ENSP00000351108	-4.29580404074329
ENSP00000425031	-4.29580404074329
ENSP00000348093	-4.29580404074329
ENSP00000427465	-4.29580404074329
ENSP00000422501	-4.29580404074329
ENSP00000296215	-3.95759199846933
ENSP00000387778	-3.95759199846933
ENSP00000358748	-3.85705869262028
ENSP00000388832	-3.85705869262028
ENSP00000340937	-3.85705869262028
ENSP00000438701	-3.85705869262028
ENSP00000376905	-3.85705869262028
ENSP00000293805	-3.44784961434591
ENSP00000445010	-3.44784961434591
ENSP00000460071	-3.44784961434591
ENSP00000460282	-3.44784961434591
ENSP00000393481	-3.92173269878145
ENSP00000402877	-3.92173269878145
ENSP00000262949	-3.92173269878145
ENSP00000328269	-3.92173269878145
ENSP00000385987	-3.92173269878145
ENSP00000410924	-3.92173269878145
ENSP00000393904	-3.92173269878145
ENSP00000442597	-4.30251659109521
ENSP00000228434	-4.30251659109521
ENSP00000262430	-3.49020227161206
ENSP00000448226	-2.45918507413986
ENSP00000448420	-2.45918507413986
ENSP00000349285	-2.45918507413986
ENSP00000447809	-2.45918507413986
ENSP00000449189	-2.45918507413986
ENSP00000279907	-2.45918507413986
ENSP00000449112	-2.45918507413986
ENSP00000444824	-2.45918507413986
ENSP00000447043	-2.45918507413986
ENSP00000326933	-2.95572912159326
ENSP00000378517	-4.41627385310264
ENSP00000351971	-4.41627385310264
ENSP00000442346	-4.41627385310264
ENSP00000354042	-4.41627385310264
ENSP00000422973	-4.41627385310264
ENSP00000237623	-4.41627385310264
ENSP00000321370	-4.63022685299334
ENSP00000403430	-4.01549017699005
ENSP00000409359	-4.01549017699005
ENSP00000258081	-4.01549017699005
ENSP00000366748	-4.01549017699005
ENSP00000365515	-4.46216731951998
ENSP00000235329	-4.46216731951998
ENSP00000416338	-4.46216731951998
ENSP00000412023	-4.46216731951998
ENSP00000430170	-4.39684427939883
ENSP00000325200	-4.39684427939883
ENSP00000420397	-4.39684427939883
ENSP00000420722	-4.39684427939883
ENSP00000373542	-4.39684427939883
ENSP00000420492	-4.39684427939883
ENSP00000419845	-4.39684427939883
ENSP00000430510	-4.39684427939883
ENSP00000429353	-4.39684427939883
ENSP00000428194	-4.39684427939883
ENSP00000402984	-4.39684427939883
ENSP00000417431	-4.39684427939883
ENSP00000420080	-4.39684427939883
ENSP00000419765	-4.39684427939883
ENSP00000419752	-4.39684427939883
ENSP00000323557	-4.39684427939883
ENSP00000315303	-3.37174759637264
ENSP00000384473	-3.37174759637264
ENSP00000419399	-3.37174759637264
ENSP00000384744	-3.37174759637264
ENSP00000383155	-4.52992277493142
ENSP00000384564	-4.52992277493142
ENSP00000286648	-4.61865056772962
ENSP00000422971	-4.61865056772962
ENSP00000421508	-4.61865056772962
ENSP00000425578	-4.61865056772962
ENSP00000426389	-4.61865056772962
ENSP00000326630	-4.62170137299731
ENSP00000360586	-4.53423278059994
ENSP00000377695	-4.53423278059994
ENSP00000224356	-4.53423278059994
ENSP00000367008	-3.66959875350027
ENSP00000289316	-3.66959875350027
ENSP00000252506	-3.8039878463474
ENSP00000364924	-3.8039878463474
ENSP00000421200	-3.98594877510126
ENSP00000427505	-3.98594877510126
ENSP00000423852	-3.98594877510126
ENSP00000372290	-3.98594877510126
ENSP00000443617	-3.98594877510126
ENSP00000421369	-3.98594877510126
ENSP00000427260	-3.98594877510126
ENSP00000324587	-3.98594877510126
ENSP00000423292	-3.98594877510126
ENSP00000260129	-4.5025877397687
ENSP00000430467	-4.5025877397687
ENSP00000438505	-3.98416266930308
ENSP00000444800	-3.98416266930308
ENSP00000443912	-3.98416266930308
ENSP00000440192	-3.98416266930308
ENSP00000439106	-3.98416266930308
ENSP00000440510	-3.98416266930308
ENSP00000364415	-3.98416266930308
ENSP00000240651	-3.98416266930308
ENSP00000230640	-4.56772102141944
ENSP00000422125	-4.56772102141944
ENSP00000442583	-4.56772102141944
ENSP00000425042	-4.56772102141944
ENSP00000426641	-4.56772102141944
