gene_id	logFC	logCPM	LR	PValue	FDR	gene	score	specie	pos_score	pass_thr
ENSG00000111640	0.11893747222223	11.502266921216	-6.45663172386566	0.452303372981949	0.999976347615463	GAPDH	-6.30566961411564	hsa	FALSE	FALSE
ENSG00000215790	0.0356420130000039	6.4782115575	-6.42421864912138	0.766967034403047	0.999976347615463	SLC35E2	-6.73614332646162	hsa	FALSE	FALSE
ENSG00000233927	0.0327685326666733	11.781846562287	-6.46235992855575	0.813090772016153	0.999976347615463	RPS28	-6.78374728223909	hsa	FALSE	FALSE
ENSG00000117408	-0.182899774666662	7.03026364031482	-5.89453919982079	0.286787082557787	0.998464884826912	IPO13	-5.93427611507726	hsa	FALSE	FALSE
ENSG00000167513	-0.326434008999991	7.84480012287037	-5.74880002162805	0.23294371892002	0.979775571478226	CDT1	-5.76477098923088	hsa	FALSE	FALSE
ENSG00000145012	-0.15570961216666	7.77214907059259	-6.46228548423854	0.134030902572611	0.895839966152369	LPP	-5.31421537830278	hsa	FALSE	FALSE
ENSG00000169764	-0.0505136512499955	7.49480764871759	-6.42945165264827	0.426869815765344	0.999976347615463	UGP2	-6.25849351914453	hsa	FALSE	FALSE
ENSG00000197451	-0.0324372622222159	11.1863742028642	-6.46738482950702	0.754441135155781	0.999976347615463	HNRNPAB	-6.722720588684	hsa	FALSE	FALSE
ENSG00000163877	-0.0654802289999932	7.96787727416667	-6.38274679439814	0.680327798704317	0.999976347615463	SNIP1	-6.63843191088492	hsa	FALSE	FALSE
ENSG00000065618	-0.0885784689999962	6.17817372315741	-6.454220871625	0.422752594347134	0.999976347615463	COL17A1	-6.25059310629414	hsa	FALSE	FALSE
ENSG00000161940	0.0800655913333372	6.10195972487037	-6.26967137477206	0.530630095374673	0.999976347615463	BCL6B	-6.43585905007465	hsa	FALSE	FALSE
ENSG00000064961	-0.0944611879999933	8.9337204275	-6.37560624501497	0.668072319818333	0.999976347615463	HMG20B	-6.62361384279242	hsa	FALSE	FALSE
ENSG00000110848	-0.558395151333329	9.78350306184259	-5.73193931493797	0.0588205892587128	0.691427982437582	CD69	-4.64287449542234	hsa	FALSE	FALSE
ENSG00000103150	0.0224783676666709	6.67906308225926	-6.45597192779863	0.874150160203471	0.999976347615463	MLYCD	-6.84277189757023	hsa	FALSE	FALSE
ENSG00000111647	0.168701071333338	6.77966990212346	-6.18852703657893	0.126432322321647	0.891756956899867	UHRF1BP1L	-5.26664052953595	hsa	FALSE	FALSE
ENSG00000217950	0.228603690000006	6.69027693674074	-5.05580348237363	0.0946341857883398	0.821062432216622	AC073869.20	-5.0305007227309	hsa	FALSE	FALSE
ENSG00000179833	-0.631087820666664	10.0356412361667	-2.76870969078986	0.00679125358772419	0.213879687340178	SERTAD2	-2.8830802894856	hsa	FALSE	FALSE
ENSG00000118785	-0.0836320321666637	6.6108929587037	-6.45189256304388	0.850613992320052	0.999976347615463	SPP1	-6.82052337798953	hsa	FALSE	FALSE
ENSG00000177494	1.09523973333334	8.68232984959259	-0.197723970525471	0.000419759175574614	0.0268792869744413	ZBED2	-0.613936245977465	hsa	FALSE	TRUE
ENSG00000115307	0.210476159666671	7.48361854892593	-5.78470830765017	0.244964744497545	0.985641368996468	AUP1	-5.80578729475162	hsa	FALSE	FALSE
ENSG00000116688	0.00170909833333965	8.61006342975926	-6.46862707277546	0.992606946041017	0.999976347615463	MFN2	-6.94636341423949	hsa	FALSE	FALSE
