Warning: Control callbacks may disable some MIP features.
Lazy constraint(s) or lazy constraint callback is present.
    Disabling dual reductions (CPX_PARAM_REDUCE) in presolve.
Clique table members: 78509.
MIP emphasis: balance optimality and feasibility.
MIP search method: traditional branch-and-cut.
Parallel mode: none, using 1 thread.
Root relaxation solution time = 7.69 sec. (2853.33 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap         Variable B NodeID Parent  Depth

      0     0      616.6052   112                    616.6052    14761         
*     0+    0                           10.1208      616.6052    14761     --- 
      0     0      613.5701   100       10.1208       Cuts: 4    14781     --- 
      0     0      609.4529    17       10.1208  ZeroHalf: 16    14811     --- 
      0     0      577.0178    29       10.1208 UserPurge1: 127    14987     --- 
      0     0      576.7705     5       10.1208   ZeroHalf: 2    14997     --- 
      0     0      576.5810     5       10.1208 UserPurge1: 105    15009     --- 
*     0+    0                          565.5750      576.5810    15009    1.95%
      0     0      576.5682     5      565.5750 UserPurge1: 104    15015    1.94%
      0     0      576.5654     5      565.5750 UserPurge1: 104    15016    1.94%
      0     0      576.5611    27      565.5750 UserPurge1: 104    15022    1.94%
      0     0      576.5151    59      565.5750 UserPurge1: 106    15032    1.93%
      0     0      576.4870    69      565.5750 UserPurge1: 109    15039    1.93%
      0     0      576.4788    71      565.5750 UserPurge1: 111    15042    1.93%
      0     0      576.4760    71      565.5750 UserPurge1: 110    15043    1.93%
      0     0      576.4637    12      565.5750 UserPurge1: 110    15050    1.93%
      0     0      576.4635    86      565.5750 UserPurge1: 105    15051    1.93%
      0     0      576.4500    59      565.5750 UserPurge1: 112    15054    1.92%
      0     0      576.4389   195      565.5750 UserPurge1: 111    15058    1.92%
      0     0      576.4253    75      565.5750 UserPurge1: 124    15066    1.92%
      0     0      576.4164    91      565.5750 UserPurge1: 110    15068    1.92%
      0     0      576.3545     5      565.5750 UserPurge1: 113    15081    1.91%
      0     0      576.3373   153      565.5750 UserPurge1: 104    15093    1.90%
      0     0      576.3211    17      565.5750 UserPurge1: 121    15107    1.90%
      0     0      576.3042   194      565.5750 UserPurge1: 105    15117    1.90%
      0     0      576.2815    17      565.5750 UserPurge1: 126    15128    1.89%
      0     0      576.2685   264      565.5750 UserPurge1: 106    15136    1.89%
      0     0      576.2326   153      565.5750 UserPurge1: 133    15148    1.88%
      0     0      576.2150   176      565.5750 UserPurge1: 121    15150    1.88%
      0     0      576.2053    43      565.5750 UserPurge1: 123    15157    1.88%
      0     0      576.1980   186      565.5750 UserPurge1: 109    15161    1.88%
      0     0      576.1919    17      565.5750 UserPurge1: 125    15164    1.88%
      0     0      576.1897   180      565.5750 UserPurge1: 106    15169    1.88%
      0     0      576.1791    17      565.5750 UserPurge1: 123    15175    1.87%
      0     0      576.1732    53      565.5750 UserPurge1: 107    15181    1.87%
      0     0      576.1641   267      565.5750 UserPurge1: 111    15188    1.87%
      0     0      576.1173    75      565.5750 UserPurge1: 133    15199    1.86%
      0     0      576.1052   110      565.5750 UserPurge1: 110    15203    1.86%
      0     0      576.0738    81      565.5750 UserPurge1: 112    15220    1.86%
      0     0      576.0663    98      565.5750 UserPurge1: 113    15228    1.85%
      0     0      576.0625   122      565.5750 UserPurge1: 114    15235    1.85%
      0     0      576.0604    75      565.5750 UserPurge1: 115    15241    1.85%
      0     0      576.0554   109      565.5750 UserPurge1: 111    15247    1.85%
      0     0      576.0281   216      565.5750 UserPurge1: 114    15258    1.85%
      0     0      576.0240   235      565.5750 UserPurge1: 128    15289    1.85%
      0     0      576.0200    98      565.5750 UserPurge1: 131    15294    1.85%
      0     0      576.0134   251      565.5750 UserPurge1: 115    15297    1.85%
      0     0      575.9638    69      565.5750 UserPurge1: 131    15315    1.84%
      0     0      575.9274   144      565.5750 UserPurge1: 109    15337    1.83%
      0     0      575.9254    69      565.5750 UserPurge1: 119    15339    1.83%
      0     0      575.9058   278      565.5750 UserPurge1: 110    15354    1.83%
      0     0      575.8021    17      565.5750 UserPurge1: 140    15446    1.81%
      0     0      575.7887   267      565.5750 UserPurge1: 105    15468    1.81%
      0     0      575.7771    94      565.5750 UserPurge1: 124    15472    1.80%
      0     0      575.7588   420      565.5750 UserPurge1: 111    15484    1.80%
      0     0      575.7518    94      565.5750 UserPurge1: 144    15493    1.80%
