Warning: Control callbacks may disable some MIP features.
Lazy constraint(s) or lazy constraint callback is present.
    Disabling dual reductions (CPX_PARAM_REDUCE) in presolve.
Clique table members: 78509.
MIP emphasis: balance optimality and feasibility.
MIP search method: traditional branch-and-cut.
Parallel mode: none, using 1 thread.
Root relaxation solution time = 9.92 sec. (4390.35 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap         Variable B NodeID Parent  Depth

      0     0      168.9067   229                    168.9067    15862         
*     0+    0                           11.2399      168.9067    15862     --- 
      0     0      166.8068   219       11.2399      Cuts: 10    16109     --- 
      0     0      165.9012    12       11.2399  ZeroHalf: 13    16114     --- 
      0     0      139.9575   658       11.2399 UserPurge1: 75    17478     --- 
      0     0      138.2088   682       11.2399  ZeroHalf: 38    17792     --- 
      0     0      137.5520   681       11.2399      Cuts: 24    17988     --- 
      0     0      137.3889   660       11.2399       Cuts: 9    18121     --- 
      0     0      137.2420   672       11.2399   ZeroHalf: 4    18203     --- 
      0     0      137.1572   685       11.2399   ZeroHalf: 5    18235     --- 
      0     0      137.0446   736       11.2399   ZeroHalf: 6    18306     --- 
      0     0      134.2951   768       11.2399 UserPurge1: 46    18540     --- 
      0     0      133.7669   722       11.2399   ZeroHalf: 4    18787     --- 
      0     0      133.2128   687       11.2399   ZeroHalf: 2    18955     --- 
      0     0      130.7327   690       11.2399 UserPurge1: 44    19153     --- 
      0     0      130.6773   680       11.2399 UserPurge1: 50    19198     --- 
      0     0      130.6360   693       11.2399   ZeroHalf: 2    19225     --- 
      0     0      130.6293   703       11.2399 UserPurge1: 44    19248     --- 
      0     0      130.5999   734       11.2399 UserPurge1: 44    19300     --- 
      0     0      130.5672   716       11.2399   ZeroHalf: 2    19345     --- 
      0     0      130.5107   711       11.2399   ZeroHalf: 2    19395     --- 
      0     0      130.5100   724       11.2399 UserPurge1: 39    19409     --- 
      0     0      130.5097   723       11.2399 UserPurge1: 39    19411     --- 
      0     0      130.5093   742       11.2399 UserPurge1: 39    19416     --- 
      0     0      130.5091   717       11.2399 UserPurge1: 39    19419     --- 
      0     0      130.5090   741       11.2399 UserPurge1: 39    19420     --- 
      0     0      130.5090   765       11.2399 UserPurge1: 39    19421     --- 
      0     0      130.5087   754       11.2399 UserPurge1: 39    19433     --- 
      0     0      130.5084   757       11.2399 UserPurge1: 39    19442     --- 
      0     0      130.5082   751       11.2399 UserPurge1: 39    19447     --- 
      0     0      130.5080   778       11.2399 UserPurge1: 39    19454     --- 
      0     0      130.5077   765       11.2399 UserPurge1: 39    19460     --- 
      0     0      130.5077   784       11.2399 UserPurge1: 39    19462     --- 
      0     0      130.5071   747       11.2399 UserPurge1: 39    19474     --- 
      0     0      130.4986   726       11.2399 UserPurge1: 46    19520     --- 
      0     0      130.4986   738       11.2399 UserPurge1: 39    19521     --- 
      0     0      130.4984   726       11.2399 UserPurge1: 39    19522     --- 
      0     0      130.4984   738       11.2399 UserPurge1: 39    19523     --- 
      0     0      130.4980   732       11.2399 UserPurge1: 39    19526     --- 
      0     0      130.4980   744       11.2399 UserPurge1: 39    19530     --- 
      0     0      130.4979   726       11.2399 UserPurge1: 39    19532     --- 
      0     0      130.4978   738       11.2399 UserPurge1: 37    19533     --- 
      0     0      130.4977   726       11.2399 UserPurge1: 37    19536     --- 
      0     0      130.4977   738       11.2399 UserPurge1: 39    19537     --- 
      0     0      130.4976   726       11.2399 UserPurge1: 39    19538     --- 
      0     0      130.4976   744       11.2399 UserPurge1: 39    19539     --- 
      0     0      130.4975   738       11.2399 UserPurge1: 39    19541     --- 
      0     0      130.4975   756       11.2399 UserPurge1: 39    19542     --- 
      0     0      130.4974   738       11.2399 UserPurge1: 39    19546     --- 
      0     0      130.4974   750       11.2399 UserPurge1: 39    19549     --- 
      0     0      130.4972   732       11.2399 UserPurge1: 39    19552     --- 
      0     0      130.4972   744       11.2399 UserPurge1: 39    19554     --- 
      0     0      130.4971   750       11.2399 UserPurge1: 39    19558     --- 
      0     0      130.4971   762       11.2399 UserPurge1: 39    19560     --- 
      0     0      130.4966   794       11.2399 UserPurge1: 39    19574     --- 
      0     0      130.4958   763       11.2399 UserPurge1: 37    19586     --- 
      0     0      130.4957   744       11.2399 UserPurge1: 39    19589     --- 
