Warning: Control callbacks may disable some MIP features.
Lazy constraint(s) or lazy constraint callback is present.
    Disabling dual reductions (CPX_PARAM_REDUCE) in presolve.
Clique table members: 72004.
MIP emphasis: balance optimality and feasibility.
MIP search method: traditional branch-and-cut.
Parallel mode: none, using 1 thread.
Root relaxation solution time = 10.94 sec. (3198.72 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap         Variable B NodeID Parent  Depth

      0     0       68.7558    24                     86.2564    14484         
*     0+    0                           26.7845       68.7558    14484  156.70%
      0     0       61.1167    36       26.7845   ZeroHalf: 2    14527  128.18%
      0     0       52.9904    36       26.7845  ZeroHalf: 24    14547   97.84%
      0     0       52.4030   289       26.7845  ZeroHalf: 37    14627   95.65%
      0     0       51.7132    30       26.7845  ZeroHalf: 27    14691   93.07%
      0     0       51.4756   230       26.7845   ZeroHalf: 3    14749   92.18%
      0     0       50.5684   242       26.7845      Cuts: 11    14930   88.80%
      0     0       50.3243   242       26.7845   ZeroHalf: 4    14961   87.89%
      0     0       50.1264    18       26.7845       Cuts: 7    15001   87.15%
      0     0       49.8594   272       26.7845   ZeroHalf: 3    15078   86.15%
      0     0       49.6664    36       26.7845      Cuts: 17    15150   85.43%
      0     0       49.5154   256       26.7845   ZeroHalf: 3    15265   84.87%
      0     0       48.5652   345       26.7845 UserPurge1: 49    15455   81.32%
      0     0       47.6966   322       26.7845      Cuts: 15    15719   78.07%
      0     0       47.6512   322       26.7845   ZeroHalf: 4    15741   77.91%
      0     0       45.7716   108       26.7845 UserPurge1: 67    15886   70.89%
      0     0       45.3235    60       26.7845 UserPurge1: 48    15898   69.21%
      0     0       45.0016    60       26.7845  ZeroHalf: 41    15955   68.01%
      0     0       44.9724    48       26.7845  ZeroHalf: 47    15961   67.90%
      0     0       44.7837   366       26.7845   ZeroHalf: 3    15978   67.20%
      0     0       44.7354    54       26.7845      Cuts: 10    16030   67.02%
      0     0       44.7296   126       26.7845  ZeroHalf: 10    16035   67.00%
      0     0       44.6931   108       26.7845   ZeroHalf: 1    16051   66.86%
      0     0       44.6485   348       26.7845   ZeroHalf: 7    16081   66.69%
      0     0       44.6274   348       26.7845   ZeroHalf: 1    16100   66.62%
      0     0       44.5287   126       26.7845 UserPurge1: 107    16110   66.25%
      0     0       44.4497   132       26.7845 UserPurge1: 3    16111   65.95%
      0     0       44.3721   120       26.7845   ZeroHalf: 9    16122   65.66%
      0     0       43.7956    90       26.7845   ZeroHalf: 3    16186   63.51%
      0     0       43.7204   138       26.7845   ZeroHalf: 4    16301   63.23%
      0     0       43.6997    90       26.7845       Cuts: 8    16339   63.15%
      0     0       43.5194   254       26.7845 UserPurge1: 36    16424   62.48%
      0     0       43.4878   206       26.7845 UserPurge1: 3    16436   62.36%
      0     0       43.3091   266       26.7845 UserPurge1: 33    16512   61.69%
      0     0       43.2946   302       26.7845       Cuts: 7    16524   61.64%
      0     0       43.1897   338       26.7845 UserPurge1: 51    16602   61.25%
      0     0       43.0863   368       26.7845 UserPurge1: 90    16662   60.86%
      0     0       43.0102   242       26.7845 UserPurge1: 80    16696   60.58%
      0     0       42.9490   214       26.7845 UserPurge1: 58    16736   60.35%
      0     0       42.9113   320       26.7845 UserPurge1: 62    16772   60.21%
      0     0       42.8765   368       26.7845 UserPurge1: 92    16795   60.08%
      0     0       42.6657   280       26.7845 UserPurge1: 106    16890   59.29%
      0     0       42.5520   186       26.7845 UserPurge1: 84    16988   58.87%
      0     0       42.4231   393       26.7845 UserPurge1: 68    17174   58.39%
      0     0       42.3603   268       26.7845 UserPurge1: 66    17284   58.15%
      0     0       42.2877   303       26.7845 UserPurge1: 78    17348   57.88%
      0     0       42.2301   362       26.7845 UserPurge1: 70    17396   57.67%
      0     0       42.1940   350       26.7845 UserPurge1: 102    17459   57.53%
      0     0       42.1302   362       26.7845 UserPurge1: 82    17506   57.29%
      0     0       42.0936   392       26.7845 UserPurge1: 100    17555   57.16%
      0     0       42.0293   398       26.7845 UserPurge1: 116    17632   56.92%
      0     0       41.9514   368       26.7845 UserPurge1: 78    17709   56.63%
      0     0       41.8615   404       26.7845 UserPurge1: 92    17779   56.29%
      0     0       41.7026   374       26.7845 UserPurge1: 104    17969   55.70%
