Warning: Control callbacks may disable some MIP features.
Lazy constraint(s) or lazy constraint callback is present.
    Disabling dual reductions (CPX_PARAM_REDUCE) in presolve.
Clique table members: 78509.
MIP emphasis: balance optimality and feasibility.
MIP search method: traditional branch-and-cut.
Parallel mode: none, using 1 thread.
Root relaxation solution time = 8.57 sec. (3879.89 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap         Variable B NodeID Parent  Depth

      0     0      193.0731   194                    193.0731    15824         
*     0+    0                           11.2399      193.0731    15824     --- 
      0     0      186.4131   101       11.2399      Cuts: 49    16051     --- 
      0     0      186.2180     2       11.2399   ZeroHalf: 1    16090     --- 
      0     0      163.3236   495       11.2399 UserPurge1: 92    17144     --- 
      0     0      158.7672   497       11.2399 ZeroHalf: 345    17570     --- 
      0     0      158.0988   395       11.2399  ZeroHalf: 84    17716     --- 
      0     0      157.4061   718       11.2399      Cuts: 71    17933     --- 
      0     0      156.2718   738       11.2399  ZeroHalf: 23    18204     --- 
      0     0      155.9408   655       11.2399  ZeroHalf: 12    18340     --- 
      0     0      155.6485   651       11.2399  ZeroHalf: 16    18446     --- 
      0     0      155.2405   763       11.2399      Cuts: 37    18563     --- 
      0     0      155.1078   745       11.2399   ZeroHalf: 1    18620     --- 
      0     0      151.4241   762       11.2399 UserPurge1: 48    18743     --- 
      0     0      151.2772   769       11.2399       Cuts: 3    18830     --- 
      0     0      151.1588   769       11.2399   ZeroHalf: 3    18880     --- 
      0     0      151.0680   746       11.2399   ZeroHalf: 5    18950     --- 
      0     0      150.4737   783       11.2399      Cuts: 34    19153     --- 
      0     0      150.3142   794       11.2399   ZeroHalf: 2    19252     --- 
      0     0      150.2871   805       11.2399 UserPurge1: 7    19311     --- 
      0     0      150.2540   811       11.2399   ZeroHalf: 2    19351     --- 
      0     0      149.9960   756       11.2399   ZeroHalf: 3    19496     --- 
      0     0      149.9674   768       11.2399 UserPurge1: 4    19528     --- 
      0     0      149.9631   780       11.2399 UserPurge1: 34    19544     --- 
      0     0      149.9630   781       11.2399 UserPurge1: 34    19547     --- 
      0     0      149.9621   780       11.2399 UserPurge1: 34    19551     --- 
      0     0      149.9618   798       11.2399 UserPurge1: 34    19562     --- 
      0     0      149.9609   805       11.2399 UserPurge1: 34    19565     --- 
      0     0      149.9606   774       11.2399 UserPurge1: 34    19569     --- 
      0     0      149.9601   805       11.2399 UserPurge1: 34    19574     --- 
      0     0      149.9589   804       11.2399 UserPurge1: 34    19585     --- 
      0     0      149.9577   810       11.2399 UserPurge1: 34    19595     --- 
      0     0      149.9574   817       11.2399 UserPurge1: 34    19601     --- 
      0     0      149.9571   823       11.2399 UserPurge1: 34    19610     --- 
      0     0      149.9565   828       11.2399 UserPurge1: 34    19619     --- 
      0     0      149.9560   817       11.2399 UserPurge1: 34    19626     --- 
      0     0      149.9558   829       11.2399 UserPurge1: 34    19629     --- 
      0     0      149.9552   824       11.2399 UserPurge1: 34    19644     --- 
      0     0      149.9549   842       11.2399 UserPurge1: 34    19650     --- 
      0     0      149.9545   836       11.2399 UserPurge1: 34    19654     --- 
      0     0      149.9541   817       11.2399 UserPurge1: 34    19660     --- 
      0     0      149.9535   861       11.2399 UserPurge1: 34    19672     --- 
      0     0      149.9528   860       11.2399 UserPurge1: 34    19689     --- 
      0     0      149.9525   873       11.2399 UserPurge1: 34    19699     --- 
      0     0      149.9512   841       11.2399 UserPurge1: 34    19719     --- 
      0     0      149.9501   828       11.2399 UserPurge1: 34    19738     --- 
      0     0      149.9499   841       11.2399 UserPurge1: 34    19743     --- 
      0     0      149.9497   835       11.2399 UserPurge1: 34    19752     --- 
      0     0      149.9496   847       11.2399 UserPurge1: 34    19769     --- 
      0     0      149.9493   846       11.2399 UserPurge1: 34    19779     --- 
      0     0      149.9488   834       11.2399 UserPurge1: 34    19794     --- 
      0     0      149.9487   878       11.2399 UserPurge1: 34    19801     --- 
      0     0      149.9483   846       11.2399 UserPurge1: 34    19817     --- 
      0     0      149.9481   879       11.2399 UserPurge1: 34    19829     --- 
      0     0      149.9474   873       11.2399 UserPurge1: 34    19847     --- 
      0     0      149.9465   835       11.2399 UserPurge1: 34    19860     --- 
      0     0      149.9462   853       11.2399 UserPurge1: 34    19870     --- 
