gene_id	logFC	logCPM	LR	PValue	FDR	gene	score	specie	score_corrected	pos_score	pos_score_corr	pass_thr
ENSMUSG00000000001	0.920328868747212	6.08424788009185	-3.86282018373802	0.0136619043417967	0.0963536141744938	Gnai3	0.458614719850078	mus	-3.60454949693269	TRUE	FALSE	FALSE
ENSMUSG00000000003	-0.0109973081949293	3.20090772179266	-7.09292414033231	0.953694970216738	0.985898697896463	Pbsn	-2.84045981991942	mus	-5.32679663836545	FALSE	FALSE	FALSE
ENSMUSG00000000028	-0.164274404674007	6.96033634863855	-6.79072074855709	0.44980315389611	0.745351745657657	Cdc45	-2.25649320075309	mus	-4.92604110877845	FALSE	FALSE	FALSE
ENSMUSG00000000031	0.261282999854454	3.9436975081477	-6.74501087277137	0.417606281244098	0.721431850543391	H19	-2.1987822002573	mus	-4.89152323412222	FALSE	FALSE	FALSE
ENSMUSG00000000037	-0.0401714090301007	3.66547892701782	-7.07734588486763	0.856638982926768	0.953028853409051	Scml2	-2.75706295408103	mus	-5.26590321673975	FALSE	FALSE	FALSE
ENSMUSG00000000049	-0.0583706381944219	4.0466803421055	-7.02307223964438	0.713715794724605	0.891923593474382	Apoh	-2.61522976355317	mus	-5.17145013922403	FALSE	FALSE	FALSE
ENSMUSG00000000056	-1.04178170886678	5.04799192932758	-0.858048590147661	0.00060646064702572	0.00975648520646475	Narf	2.87886027696685	mus	-2.56223976976426	TRUE	FALSE	TRUE
ENSMUSG00000000058	0.140527893446073	5.09849235556311	-6.82605529783908	0.477419096967696	0.762866375796083	Cav2	-2.30279245336966	mus	-4.95871391605907	FALSE	FALSE	FALSE
ENSMUSG00000000078	1.21722539140462	8.77514036887715	0.910192478297623	0.000101606388767692	0.00222900147337609	Klf6	4.26705577984533	mus	-2.09171699826321	TRUE	FALSE	TRUE
ENSMUSG00000000085	0.307778439502579	5.73959900213871	-4.93757155027341	0.0439977340594402	0.210692650999817	Scmh1	-0.450146309041708	mus	-3.97880864694505	FALSE	FALSE	FALSE
ENSMUSG00000000088	0.555609650351263	11.2743063899372	-2.03274873946307	0.00201602639069314	0.0240397603275229	Cox5a	1.94545409155847	mus	-2.98465319714877	TRUE	FALSE	FALSE
ENSMUSG00000000093	-0.24133856054662	3.13621384913737	-6.34054842612057	0.233857945199313	0.554096482198118	Tbx2	-1.74823884683982	mus	-4.61412616923096	FALSE	FALSE	FALSE
ENSMUSG00000000094	-0.048674331367772	3.64285779166627	-7.05155065589203	0.775820433613378	0.921040841153745	Tbx4	-2.68006249209307	mus	-5.21598488706424	FALSE	FALSE	FALSE
ENSMUSG00000000103	-0.179131986384605	3.04816021632174	-6.57908659356002	0.324963569274119	0.642978730560823	Zfy2	-2.00388211336924	mus	-4.77708048377937	FALSE	FALSE	FALSE
ENSMUSG00000000120	-0.177812348039559	4.32700100017257	-6.45790838803779	0.273996656849488	0.593466535699869	Ngfr	-1.87132247036938	mus	-4.69199717921259	FALSE	FALSE	FALSE
ENSMUSG00000000125	-0.306020221822423	2.99819914698655	-5.27342690338655	0.0642377084195545	0.26405259770189	Wnt3	-0.744216222145275	mus	-4.10903222359993	FALSE	FALSE	FALSE
ENSMUSG00000000126	0.142361590592398	3.31735431246199	-6.83264685059554	0.482873101456794	0.766604651654898	Wnt9a	-2.31161890697447	mus	-4.96336671140592	FALSE	FALSE	FALSE
ENSMUSG00000000127	0.113696980744554	3.42886761397251	-6.86298192013565	0.509366096791734	0.784969766242908	Fert2	-2.35312266292467	mus	-4.98905403805417	FALSE	FALSE	FALSE
ENSMUSG00000000131	-0.485288885367537	9.92960421755161	-1.76950793899351	0.00153817186845542	0.0197595837764698	Xpo6	2.15566781481917	mus	-2.88422774787324	TRUE	FALSE	FALSE
ENSMUSG00000000142	0.120543069319924	6.27239341330668	-6.82238971647021	0.474429485039329	0.761450661499612	Axin2	-2.29791135161868	mus	-4.95399396879	FALSE	FALSE	FALSE
ENSMUSG00000000148	-0.312299296023895	4.63183864510493	-5.42090352327806	0.0760705698600089	0.293577516205194	AA881470	-0.875590024871431	mus	-4.16891035941069	FALSE	FALSE	FALSE
ENSMUSG00000000149	0.145745258958577	7.06365305687915	-6.63353209290488	0.351915283131863	0.668780325741791	Gna12	-2.06579407981784	mus	-4.81135198814186	FALSE	FALSE	FALSE
ENSMUSG00000000154	-0.0452111491393837	5.19727197638856	-7.06719884360382	0.820135123852421	0.938242940446744	Slc22a18	-2.72322513784587	mus	-5.24419662223758	FALSE	FALSE	FALSE
ENSMUSG00000000157	0.221774096446092	4.7690376247037	-6.38967022466593	0.249714688315209	0.571233953363435	Itgb2l	-1.79921622403535	mus	-4.6430124746601	FALSE	FALSE	FALSE
ENSMUSG00000000159	-0.283566558737381	3.59177831180176	-6.2078609869856	0.196701189162053	0.504859548491635	Igsf5	-1.61379030504335	mus	-4.54396406306856	FALSE	FALSE	FALSE
ENSMUSG00000000168	-0.329726787206637	7.01944955955845	-5.21979085377541	0.0604354231768254	0.254980717530748	Dlat	-0.696805560905607	mus	-4.08835885896926	FALSE	FALSE	FALSE
ENSMUSG00000000171	-0.00946749496870303	6.81428103606399	-7.0940122147685	0.970931658943391	0.991392676231337	Sdhd	-2.85437819200896	mus	-5.33802693886542	FALSE	FALSE	FALSE
