gene_id	logFC	logCPM	LR	PValue	FDR	gene	score	specie	score_corrected	pos_score	pos_score_corr	pass_thr
ENSMUSG00000000001	-0.335837470803236	8.44015540602584	-6.3447075989655	0.210163710785715	0.621276747367297	Gnai3	-3.75767406457496	mus	-5.79072883324915	FALSE	FALSE	FALSE
ENSMUSG00000000028	-0.446283074494332	6.96033634863855	-5.26526645372739	0.104395652938982	0.461106419943781	Cdc45	-3.30763256492561	mus	-5.46969088774572	FALSE	FALSE	FALSE
ENSMUSG00000000037	-0.173549435449345	3.66547892701782	-6.4457792109561	0.528469511905525	0.854804614204723	Scml2	-4.35076144435744	mus	-6.22617242301005	FALSE	FALSE	FALSE
ENSMUSG00000000056	-0.292260492622654	5.57264082970489	-6.51200730349538	0.034508108772897	0.271487923571858	Narf	-2.59562172509322	mus	-4.98238799436467	FALSE	FALSE	FALSE
ENSMUSG00000000058	0.0993183557638997	4.50260747105537	-6.64086085110867	0.333225073504249	0.737191027896625	Cav2	-4.05414198575878	mus	-6.01096039032078	FALSE	FALSE	FALSE
ENSMUSG00000000078	-0.279921930433077	8.72101544147482	-6.57282515319249	0.179502359523834	0.583941855928726	Klf6	-3.65624349176621	mus	-5.71327885823916	FALSE	FALSE	FALSE
ENSMUSG00000000085	-0.149108958976168	5.73959900213871	-6.29179802138774	0.406443736833685	0.791101620166894	Scmh1	-4.18189775145026	mus	-6.09814411836645	FALSE	FALSE	FALSE
ENSMUSG00000000093	-0.267277852261638	3.13621384913737	-6.04688815264024	0.282808389286094	0.697815576760211	Tbx2	-3.94862706524351	mus	-5.93553667944113	FALSE	FALSE	FALSE
ENSMUSG00000000094	0.180287592004182	3.64285779166627	-6.27254075762352	0.394285718775233	0.784610644696963	Tbx4	-4.16236417313018	mus	-6.08547540404374	FALSE	FALSE	FALSE
ENSMUSG00000000103	-0.260987744001442	3.04816021632174	-5.9446763473831	0.245731233070149	0.662540373909474	Zfy2	-3.85823834529338	mus	-5.86532090642802	FALSE	FALSE	FALSE
ENSMUSG00000000120	0.0462566175346715	4.05153778000747	-6.65322326698569	0.584151727717436	0.880926312741362	Ngfr	-4.41519373715819	mus	-6.27965819053282	FALSE	FALSE	FALSE
ENSMUSG00000000126	0.24261960186604	3.31735431246199	-6.16327451695391	0.334125914771705	0.737704875958978	Wnt9a	-4.05587844934117	mus	-6.01303323142958	FALSE	FALSE	FALSE
ENSMUSG00000000127	0.0205685820418109	3.54008711918926	-5.91782758635372	0.216845643626477	0.62975757004334	Fert2	-3.77780535525588	mus	-5.80657903836404	FALSE	FALSE	FALSE
ENSMUSG00000000131	-0.526833827114713	9.92960421755161	-2.31902719090534	0.00407013758489416	0.0750348981629567	Xpo6	-1.22078495071796	mus	-4.12435813712012	FALSE	FALSE	FALSE
