-- Parsed 24h/mouse_MA_scores_0.01_corrected_ensp_induced.tsv: |V| = 6828 (64 positive), |E| = 51864, # components = 513
-- Parsed 24h/human_MA_scores_0.01_corrected_ensp_induced.tsv: |V| = 8453 (81 positive), |E| = 81696, # components = 335
-- Parsed data/ensembl_cog_ALL.tsv: |V_1| = 4401, |V_2| = 4359, |E| = 4427
-- Solver configuration:
-- alpha           = 0.9
-- omega           = 0 (Sum mapped nodes)
-- size            = -1
-- time limit      = 12000
-- root time limit = 2000
-- # threads       = 1
-- # components in link graph: 4339
-- Solution:
-- Alpha       = 0.9
-- Total Score = 29.7268 (28.5815, 1.14524)
#0 graph nodes:
ENSMUSP00000029273	15.63
ENSMUSP00000034766	14.3069	*
ENSMUSP00000027061	10.5942
ENSMUSP00000110999	10.552	*
ENSMUSP00000020974	6.31004	*
ENSMUSP00000000834	4.68706
ENSMUSP00000022592	4.65308	*
ENSMUSP00000042211	3.12736	*
ENSMUSP00000022791	0.959621	*
ENSMUSP00000054270	0.950127	*
ENSMUSP00000040694	0.645466	*
ENSMUSP00000028111	0.525722	*
ENSMUSP00000029795	-1.55971	*
ENSMUSP00000086820	-3.39575	*
ENSMUSP00000087457	-4.34505	*
ENSMUSP00000026845	-4.92082	*
ENSMUSP00000023119	-5.70012	*
ENSMUSP00000044903	-5.71934	*
ENSMUSP00000023829	-6.16165	*
ENSMUSP00000091495	-6.17524	*
ENSMUSP00000045925	-6.38231	*
#1 graph nodes:
ENSP00000295550	13.68
ENSP00000393154	12.2699	*
ENSP00000227507	4.80246	*
ENSP00000216223	4.20534	*
ENSP00000260356	4.15782	*
ENSP00000229022	3.01531	*
ENSP00000327025	2.5728	*
ENSP00000244741	2.42926	*
ENSP00000360266	0.710455	*
ENSP00000345206	-1.62929	*
ENSP00000261523	-4.14139	*
ENSP00000281623	-4.2699	*
ENSP00000234091	-4.43304	*
ENSP00000261918	-4.71543	*
ENSP00000364094	-4.79609	*
ENSP00000258743	-5.21062	*
ENSP00000369293	-5.47807	*
ENSP00000239849	-5.66693	*
ENSP00000218388	-6.35736	*
