gene_id	logFC	logCPM	LR	PValue	FDR	gene	score	specie	score_corrected	pos_score	pos_score_corr	pass_thr
ENSMUSG00000000001	0.424247596746199	8.44015540602584	-6.73385152658501	0.0467968220629278	0.33355046492782	Gnai3	-2.94183193828021	mus	-5.35268628152895	FALSE	FALSE	FALSE
ENSMUSG00000000003	-0.312799111248812	3.20090772179266	-5.86160798649307	0.18875945871281	0.626453471479624	Pbsn	-3.92733688683229	mus	-5.97791508149173	FALSE	FALSE	FALSE
ENSMUSG00000000028	-0.135653688195335	6.96033634863855	-6.63912303602834	0.611230440798527	0.90886615475909	Cdc45	-4.75762551689867	mus	-6.55035797001799	FALSE	FALSE	FALSE
ENSMUSG00000000031	-0.277913350940656	3.9436975081477	-6.51718450659314	0.484537800951041	0.855567213862119	H19	-4.59349089089012	mus	-6.43235342174984	FALSE	FALSE	FALSE
ENSMUSG00000000037	-0.358862952140332	3.66547892701782	-5.90384614029934	0.19930919546322	0.636903741643083	Scml2	-3.96576606513544	mus	-6.00847318307719	FALSE	FALSE	FALSE
ENSMUSG00000000056	-0.373321037403715	5.57264082970489	-5.99898575471579	0.0842892564292234	0.442476451625208	Narf	-3.35763966793262	mus	-5.61107993545236	FALSE	FALSE	FALSE
ENSMUSG00000000058	-0.0917634247022305	4.50260747105537	-6.71946254607056	0.260080530871706	0.705031483364362	Cav2	-4.1538238460865	mus	-6.12758947612242	FALSE	FALSE	FALSE
ENSMUSG00000000078	1.4119704386799	8.72101544147482	1.40899702494777	7.94060450096015e-05	0.003648507949916	Klf6	1.56574718389751	mus	-3.27880311697169	TRUE	FALSE	TRUE
ENSMUSG00000000088	0.246192833579018	11.990669814202	-6.7474137538427	0.0499613768574446	0.344415295880703	Cox5a	-2.98807012409766	mus	-5.37957578119058	FALSE	FALSE	FALSE
ENSMUSG00000000094	-0.240478766082655	3.64285779166627	-6.10151967308821	0.259048805464993	0.704134552397223	Tbx4	-4.15101511510527	mus	-6.12527450253353	FALSE	FALSE	FALSE
ENSMUSG00000000103	-0.405638539788017	3.04816021632174	-5.12794056799577	0.077571470396729	0.424885263904314	Zfy2	-3.29895086521788	mus	-5.57560970451143	FALSE	FALSE	FALSE
ENSMUSG00000000120	-0.0375541776504107	4.05153778000747	-6.45841396446414	0.339045295182882	0.773445363371071	Ngfr	-4.34118096491844	mus	-6.25022605374992	FALSE	FALSE	FALSE
ENSMUSG00000000125	0.120535344146678	2.99819914698655	-6.57467646816394	0.537565613478706	0.880853304062618	Wnt3	-4.66687803769413	mus	-6.48852200255369	FALSE	FALSE	FALSE
ENSMUSG00000000126	-0.221705413750672	3.31735431246199	-6.36193390595261	0.376577964972581	0.796718913240649	Wnt9a	-4.41537085291679	mus	-6.30257448919532	FALSE	FALSE	FALSE
ENSMUSG00000000127	0.13864592038468	3.54008711918926	-6.60822940101189	0.0429608426805153	0.320800773330533	Fert2	-2.88139668382595	mus	-5.31180237131931	FALSE	FALSE	FALSE
ENSMUSG00000000131	-0.389702520012129	9.92960421755161	-4.17567143630672	0.0265623865631507	0.246141656245824	Xpo6	-2.54165482407613	mus	-5.0964865519574	FALSE	FALSE	FALSE
ENSMUSG00000000142	-0.107452328567748	4.89345579828407	-6.75326863138563	0.401946994157174	0.815309407197869	Axin2	-4.46143956977891	mus	-6.33639846520961	FALSE	FALSE	FALSE
ENSMUSG00000000148	0.059608503712995	6.10128841333526	-6.76364889965722	0.464283515962741	0.845006280793118	AA881470	-4.56331782211218	mus	-6.40914486981592	FALSE	FALSE	FALSE
ENSMUSG00000000149	0.121188748595974	5.84810973128168	-6.77379600687597	0.247454213129012	0.693183319119057	Gna12	-4.1186579591864	mus	-6.10250091139251	FALSE	FALSE	FALSE
ENSMUSG00000000154	-0.363725516596659	5.19727197638856	-5.66496516427593	0.14738883536517	0.567866195412446	Slc22a18	-3.75251756515229	mus	-5.85604324177118	FALSE	FALSE	FALSE
ENSMUSG00000000157	-0.166519940487762	4.7690376247037	-6.5094732557773	0.478099707659871	0.851135067390317	Itgb2l	-4.58403892859525	mus	-6.42387562675056	FALSE	FALSE	FALSE
ENSMUSG00000000159	-0.128812008568065	3.74988088464903	-6.73640827237783	0.407188979073827	0.817777036939755	Igsf5	-4.47059547635305	mus	-6.34237257404586	FALSE	FALSE	FALSE
