Warning: Control callbacks may disable some MIP features.
Lazy constraint(s) or lazy constraint callback is present.
    Disabling dual reductions (CPX_PARAM_REDUCE) in presolve.
Clique table members: 61761.
MIP emphasis: balance optimality and feasibility.
MIP search method: traditional branch-and-cut.
Parallel mode: none, using 1 thread.
Root relaxation solution time = 7.86 sec. (3330.21 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap         Variable B NodeID Parent  Depth

      0     0      297.5438     7                    297.5438    14423         
      0     0      269.5334    81      259.0818 UserPurge1: 84    15574    4.03%
      0     0      269.5264    68      259.0818 UserPurge1: 85    15589    4.03%
      0     0      269.5158    55      259.0818 UserPurge1: 84    15605    4.03%
      0     0      269.5039    57      259.0818 UserPurge1: 85    15640    4.02%
      0     0      269.4956    64      259.0818 UserPurge1: 82    15651    4.02%
      0     0      269.4879    75      259.0818 UserPurge1: 84    15672    4.02%
      0     0      269.4748    63      259.0818 UserPurge1: 91    15686    4.01%
      0     0      269.4428   113      259.0818 UserPurge1: 85    15748    4.00%
      0     0      269.4341    64      259.0818 UserPurge1: 91    15776    4.00%
      0     0      269.4243    75      259.0818 UserPurge1: 84    15810    3.99%
      0     0      269.4116    61      259.0818 UserPurge1: 86    15835    3.99%
      0     0      269.4043    74      259.0818 UserPurge1: 83    15854    3.98%
      0     0      269.3965   100      259.0818 UserPurge1: 88    15873    3.98%
      0     0      269.3886    76      259.0818 UserPurge1: 96    15905    3.98%
      0     0      269.3719    87      259.0818 UserPurge1: 91    15936    3.97%
      0     0      269.3653    94      259.0818 UserPurge1: 89    15955    3.97%
      0     0      269.3566    89      259.0818 UserPurge1: 90    15973    3.97%
      0     0      269.3466   109      259.0818 UserPurge1: 90    16010    3.96%
      0     0      269.3301    97      259.0818 UserPurge1: 94    16056    3.96%
      0     0      269.3201    76      259.0818 UserPurge1: 91    16086    3.95%
      0     0      269.3109    82      259.0818 UserPurge1: 93    16119    3.95%
      0     0      269.3055    97      259.0818 UserPurge1: 96    16139    3.95%
      0     0      269.2942   119      259.0818 UserPurge1: 95    16168    3.94%
      0     0      269.2899   122      259.0818 UserPurge1: 97    16199    3.94%
      0     0      269.2859    92      259.0818 UserPurge1: 100    16219    3.94%
      0     0      269.2770   106      259.0818 UserPurge1: 89    16245    3.94%
      0     0      269.2721    90      259.0818 UserPurge1: 97    16279    3.93%
      0     0      269.2681    89      259.0818 UserPurge1: 94    16303    3.93%
      0     0      269.2607    83      259.0818 UserPurge1: 91    16331    3.93%
      0     0      269.2547    72      259.0818 UserPurge1: 97    16361    3.93%
      0     0      269.2531    86      259.0818 UserPurge1: 89    16381    3.93%
      0     0      269.2483    82      259.0818 UserPurge1: 90    16396    3.92%
      0     0      269.2453    83      259.0818 UserPurge1: 95    16409    3.92%
      0     0      269.2419   108      259.0818 UserPurge1: 94    16431    3.92%
      0     0      269.2240    71      259.0818 UserPurge1: 96    16472    3.91%
      0     0      269.2055    72      259.0818 UserPurge1: 93    16503    3.91%
      0     0      269.1955    76      259.0818 UserPurge1: 94    16533    3.90%
      0     0      269.1870   108      259.0818 UserPurge1: 92    16554    3.90%
      0     0      269.1788   124      259.0818 UserPurge1: 99    16580    3.90%
      0     0      269.1682    98      259.0818 UserPurge1: 101    16610    3.89%
      0     0      269.1599    89      259.0818 UserPurge1: 96    16636    3.89%
      0     0      269.1522   104      259.0818 UserPurge1: 91    16662    3.89%
      0     0      269.1468   109      259.0818 UserPurge1: 100    16689    3.88%
      0     0      269.1372   127      259.0818 UserPurge1: 100    16720    3.88%
      0     0      269.1309    87      259.0818 UserPurge1: 105    16750    3.88%
      0     0      269.1169    94      259.0818 UserPurge1: 95    16791    3.87%
      0     0      269.1094   128      259.0818 UserPurge1: 100    16817    3.87%
      0     0      269.1020   125      259.0818 UserPurge1: 106    16845    3.87%
      0     0      269.0946   106      259.0818 UserPurge1: 103    16862    3.86%
      0     0      269.0889    27      259.0818 UserPurge1: 102    16881    3.86%
      0     0      269.0856    27      259.0818 UserPurge1: 62    16889    3.86%
      0     0      269.0847   102      259.0818 UserPurge1: 62    16904    3.86%
      0     0      269.0763    79      259.0818 UserPurge1: 101    16961    3.86%
      0     0      269.0530    92      259.0818 UserPurge1: 95    17007    3.85%
      0     0      269.0443    95      259.0818 UserPurge1: 100    17049    3.85%
      0     0      269.0358    82      259.0818 UserPurge1: 103    17080    3.84%
      0     0      269.0332    88      259.0818 UserPurge1: 95    17101    3.84%
      0     0      269.0295    88      259.0818 UserPurge1: 97    17120    3.84%
      0     0      269.0271    88      259.0818 UserPurge1: 99    17142    3.84%
      0     0      269.0268    27      259.0818 UserPurge1: 102    17144    3.84%
      0     0      269.0252   102      259.0818 UserPurge1: 62    17170    3.84%
      0     0      269.0219    85      259.0818 UserPurge1: 100    17205    3.84%
      0     0      269.0178   113      259.0818 UserPurge1: 105    17245    3.84%
      0     0      269.0150   105      259.0818 UserPurge1: 109    17265    3.83%
      0     0      269.0091    89      259.0818 UserPurge1: 103    17314    3.83%
      0     0      269.0075    27      259.0818 UserPurge1: 103    17322    3.83%
      0     0      269.0028   102      259.0818 UserPurge1: 62    17356    3.83%
      0     0      268.9865    27      259.0818 UserPurge1: 106    17390    3.82%
*     0+    0                          259.3760      268.9865    17390    3.71%
      0     2      268.9865    27      259.3760      268.9861    17390    3.71%                        0             0
Elapsed time = 512.17 sec. (177439.85 ticks, tree = 0.00 MB, solutions = 4)
      1     3      268.9399     9      259.3760      268.9395    17460    3.69%x_ENSMUSP0000009 D      1      0      1
      2     4      268.7745    91      259.3760      268.9365    18325    3.69%x_ENSP0000028663 N      2      1      2
      3     5      268.8531    11      259.3760      268.9247    18413    3.68%x_ENSP0000028663 U      3      1      2
*     4     4      integral     0      268.7408      268.9247    18473    0.07%x_ENSP0000027452 D      4      2      3
      5     3      268.6855    67      268.7408      268.9247    18541    0.07%x_ENSP0000027452 U      5      2      3
      6     2        cutoff            268.7408      268.8504    18645    0.04%x_ENSMUSP0000009 N      6      0      1
      7     1      268.6569    17      268.7408      268.8484    18679    0.04%x_ENSP0000039159 U      7      3      3
      8     0        cutoff            268.7408      268.7408    18694    0.00%x_ENSP0000039159 D      8      3      3

Zero-half cuts applied:  2
User cuts applied:  3109

Root node processing (before b&c):
  Real time             =  512.17 sec. (177435.69 ticks)
Sequential b&c:
  Real time             =  115.21 sec. (65742.50 ticks)
                          ------------
Total (root+branch&cut) =  627.38 sec. (243178.19 ticks)
Solved in 631.182s
	Command being timed: "timeout 12500s /home/hsoueidan/xheinz/build/xHeinz_git_user_cuts -n1 24h/mouse_MA_scores_0.01_corrected_ensp_induced.tsv -n2 24h/human_MA_scores_0.01_corrected_ensp_induced.tsv -e1 /home/hsoueidan/xheinz/data/Th17/STRING/mmu-no_UBC.txt -e2 /home/hsoueidan/xheinz/data/Th17/STRING/hsa-no_UBC_no_SUMO2.txt -t 12000 -rt 2000 -cog data/ensembl_cog_ALL.tsv -a 0.2"
	User time (seconds): 639.09
	System time (seconds): 24.12
	Percent of CPU this job got: 101%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 10:50.78
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 11409392
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 0
	Minor (reclaiming a frame) page faults: 3465744
	Voluntary context switches: 740
	Involuntary context switches: 818
	Swaps: 0
	File system inputs: 0
	File system outputs: 0
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
